"Genus","ARO_Accession","Resistance_Mechanism","Association","statistic","p.value","estimate","qval","Group","label.lm","label.con"
"Tequintavirus","3004122","reduced permeability to antibiotic","Up",100,0.26288678352469,0.393939393939394,0.879904299312423,"LM","LM: ρ=0.39, q=0.88",NA
"Mimivirus","3002875","antibiotic target replacement","Up",99.9995037239789,0.259993799805438,0.393942401672855,0.69007780675231,"LM","LM: ρ=0.39, q=0.69",NA
"Pegunavirus","3005059","antibiotic efflux","Down",98,0.247370787611931,0.406060606060606,0.613402494890942,"LM","LM: ρ=0.41, q=0.61",NA
"Vespertilionpoxvirus","3000375","antibiotic target alteration","Up",98,0.247370787611931,0.406060606060606,0.665979192846838,"LM","LM: ρ=0.41, q=0.67",NA
"Cepunavirus","3004580","antibiotic efflux","Down",97.9801024570563,0.244128681896491,0.406181197229962,0.399456157755043,"CON",NA,"CON: ρ=0.41, q=0.4"
"Tequintavirus","3004580","antibiotic efflux","Up",97.9801024570563,0.244128681896491,0.406181197229962,0.886774217724859,"CON",NA,"CON: ρ=0.41, q=0.89"
"Vividuovirus","3004580","antibiotic efflux","Up",97.9801024570563,0.244128681896491,0.406181197229962,0.439431627413684,"CON",NA,"CON: ρ=0.41, q=0.44"
"Kayvirus","3000191","antibiotic target protection","Up",97.9801024570563,0.244128681896491,0.406181197229962,0.769720193875235,"LM","LM: ρ=0.41, q=0.77",NA
"Vividuovirus","3003948","antibiotic efflux","Up",93.5285202770147,0.211125882438227,0.433160483169608,0.519478653985056,"LM","LM: ρ=0.43, q=0.52",NA
"Cepunavirus","3007180","antibiotic inactivation","Down",86,0.166058037179348,0.478787878787879,0.886511860281654,"LM","LM: ρ=0.48, q=0.89",NA
"Mimivirus","3003551","antibiotic efflux","Up",84.523195086831,0.152707308787996,0.487738211594963,0.641370696909584,"LM","LM: ρ=0.49, q=0.64",NA
"Vividuovirus","3007180","antibiotic inactivation","Up",80,0.132823060175966,0.515151515151515,0.463328018199542,"LM","LM: ρ=0.52, q=0.46",NA
"Bequatrovirus","3004580","antibiotic efflux","Up",78.8315603019296,0.121502918817113,0.522232967867094,0.798254289787734,"CON",NA,"CON: ρ=0.52, q=0.8"
"Cepunavirus","3000375","antibiotic target alteration","Down",78.8315603019296,0.121502918817113,0.522232967867094,0.36450875645134,"CON",NA,"CON: ρ=0.52, q=0.36"
"Deltaentomopoxvirus","3003551","antibiotic efflux","Up",78.8315603019296,0.121502918817113,0.522232967867094,0.273381567338505,"CON",NA,"CON: ρ=0.52, q=0.27"
"Kleczkowskavirus","3004580","antibiotic efflux","Up",78.8315603019296,0.121502918817113,0.522232967867094,0.798254289787734,"CON",NA,"CON: ρ=0.52, q=0.8"
"Mimivirus","3000375","antibiotic target alteration","Up",78.8315603019296,0.121502918817113,0.522232967867094,0.973408063507424,"CON",NA,"CON: ρ=0.52, q=0.97"
"Oryzopoxvirus","3004580","antibiotic efflux","Down",78.8315603019296,0.121502918817113,0.522232967867094,0.36450875645134,"CON",NA,"CON: ρ=0.52, q=0.36"
"Parapoxvirus","3004580","antibiotic efflux","Up",78.8315603019296,0.121502918817113,0.522232967867094,0.798254289787734,"CON",NA,"CON: ρ=0.52, q=0.8"
"Vespertilionpoxvirus","3004580","antibiotic efflux","Up",78.8315603019296,0.121502918817113,0.522232967867094,0.798254289787734,"CON",NA,"CON: ρ=0.52, q=0.8"
"Vividuovirus","3003551","antibiotic efflux","Up",78.8315603019296,0.121502918817113,0.522232967867094,0.283944074954895,"CON",NA,"CON: ρ=0.52, q=0.28"
"Parapoxvirus","3000191","antibiotic target protection","Up",78.8315603019296,0.121502918817113,0.522232967867094,0.387468753418478,"LM","LM: ρ=0.52, q=0.39",NA
"Tequintavirus","3000191","antibiotic target protection","Up",78.8315603019296,0.121502918817113,0.522232967867094,0.644716734993605,"LM","LM: ρ=0.52, q=0.64",NA
"Mimivirus","3003948","antibiotic efflux","Up",78.5941812304207,0.120296075121622,0.523671628906541,0.641370696909584,"LM","LM: ρ=0.52, q=0.64",NA
"Pegunavirus","3003948","antibiotic efflux","Down",78.2516903290373,0.11856804125714,0.525747331339168,0.218705253870804,"CON",NA,"CON: ρ=0.53, q=0.22"
"Tequintavirus","3003922","antibiotic efflux","Up",78,0.12280318761783,0.527272727272727,0.644716734993605,"LM","LM: ρ=0.53, q=0.64",NA
"Nebovirus","3000190","antibiotic target protection","Down",76.4607042237645,0.10978440889895,0.536601792583246,0.263246224500271,"CON",NA,"CON: ρ=0.54, q=0.26"
"Oryzopoxvirus","3003948","antibiotic efflux","Down",76.4607042237645,0.10978440889895,0.536601792583246,0.830567539789746,"LM","LM: ρ=0.54, q=0.83",NA
"Tequintavirus","3004580","antibiotic efflux","Up",76,0.113298067042129,0.539393939393939,0.644716734993605,"LM","LM: ρ=0.54, q=0.64",NA
"Deltaentomopoxvirus","3000300","antibiotic target protection","Up",75.0833719493441,0.10331591735411,0.544949260913066,0.273381567338505,"CON",NA,"CON: ρ=0.54, q=0.27"
"Deltaentomopoxvirus","3002875","antibiotic target replacement","Up",75.0833719493441,0.10331591735411,0.544949260913066,0.273381567338505,"CON",NA,"CON: ρ=0.54, q=0.27"
"Nebovirus","3000191","antibiotic target protection","Down",74.7260267635104,0.101678032128993,0.547114989312058,0.263246224500271,"CON",NA,"CON: ρ=0.55, q=0.26"
"Vespertilionpoxvirus","3000196","antibiotic target protection","Up",68,0.0802150639781516,0.587878787878788,0.665979192846838,"LM","LM: ρ=0.59, q=0.67",NA
"Pegunavirus","3000300","antibiotic target protection","Down",67.9471316278635,0.073681455883843,0.588199202255373,0.218705253870804,"CON",NA,"CON: ρ=0.59, q=0.22"
"Pegunavirus","3002875","antibiotic target replacement","Down",67.9471316278635,0.073681455883843,0.588199202255373,0.218705253870804,"CON",NA,"CON: ρ=0.59, q=0.22"
"Vividuovirus","3000300","antibiotic target protection","Up",62.238139370679,0.0544386961406657,0.622799155329218,0.244974132632996,"CON",NA,"CON: ρ=0.62, q=0.24"
"Vividuovirus","3002875","antibiotic target replacement","Up",62.238139370679,0.0544386961406657,0.622799155329218,0.244974132632996,"CON",NA,"CON: ρ=0.62, q=0.24"
"Mimivirus","3000196","antibiotic target protection","Up",52,0.0350915379341639,0.684848484848485,0.368461148308721,"LM","LM: ρ=0.68, q=0.37",NA
"Vividuovirus","3000375","antibiotic target alteration","Up",48,0.0275141191111856,0.709090909090909,0.288898250667449,"LM","LM: ρ=0.71, q=0.29",NA
"Mimivirus","3007180","antibiotic inactivation","Up",46,0.0241945875284697,0.721212121212121,0.368461148308721,"LM","LM: ρ=0.72, q=0.37",NA
"Tequintavirus","3000516","antibiotic efflux","Up",45.6377464984193,0.0180477483544942,0.723407596979277,0.379002715444379,"LM","LM: ρ=0.72, q=0.38",NA
"Kleczkowskavirus","3007180","antibiotic inactivation","Up",44,0.0211664810722656,0.733333333333333,0.222248051258789,"LM","LM: ρ=0.73, q=0.22",NA
"Vespertilionpoxvirus","3007180","antibiotic inactivation","Up",44,0.0211664810722656,0.733333333333333,0.444496102517579,"LM","LM: ρ=0.73, q=0.44",NA
"Vividuovirus","3000196","antibiotic target protection","Up",44,0.0211664810722656,0.733333333333333,0.288898250667449,"LM","LM: ρ=0.73, q=0.29",NA
